url,coffee_name,score,review,roast_level,review_date
https://www.coffeereview.com/review/kau-giant-maragogipe-3/,Ka’u Giant Maragogipe,94,"Very rich, very sweet, complex and multilayered. Amber, dried nectarine, almond butter, graphite, wisteria in aroma and cup. Balanced, malic (apple-like) acidity; plush, very syrupy mouthfeel. Lingering finish consolidates to notes of nectarine and amber.",Medium-Light,Apr-25
https://www.coffeereview.com/review/ethiopia-mullugeta-muntasha/,Ethiopia Mullugeta Muntasha,94,"Richly sweet, berry-toned. Mulberry, tamarind, mustard seed, candied violet, lemongrass in aroma and cup. Crisp, briskly sweet acidity; very full, satiny-smooth mouthfeel. Berry-laden finish propped up by notes of tangy tamarind and richly savory-spicy mustard seed.",Medium-Light,Apr-25
https://www.coffeereview.com/review/ethiopian-single-origin/,Ethiopian Single Origin,94,"Chocolaty, berry-toned, very rich and deep. Chocolate fudge, salted caramel, dried strawberry, freesia, pink peppercorn in aroma and cup. Gentle, round acidity; plush, creamy mouthfeel. Richly chocolaty, long-lingering, berry-toned finish.",Medium-Light,Apr-25
https://www.coffeereview.com/review/colombia-geisha-white-honey/,Colombia Geisha White Honey,93,"Quietly confident, fruity and cocoa-toned. Orange creamsicle, cocoa nib, candied violet, hazelnut, lemon verbena in aroma and cup. Gently bright acidity; crisp, silky mouthfeel. Cocoa-toned finish with sweet herb and citrus undertones.",Medium-Light,Apr-25
https://www.coffeereview.com/review/kona-bloom/,Kona Bloom,94,"Rich-toned, deeply sweet. Dark chocolate, toffee, narcissus, Bing cherry, mesquite in aroma and cup. Gentle, round acidity; viscous, satiny mouthfeel. Exceptionally long finish that carries over all the flavor and aroma notes from the cup.",Medium-Light,Apr-25
https://www.coffeereview.com/review/guatemala-retiro-del-quisaya-washed-process-2/,Guatemala Retiro del Quisaya Washed Process,94,"Rich-toned, deeply sweet, complex. Black cherry, nutmeg, dark chocolate, amber narcissus in aroma and cup. Bright, malic acidity; very full, syrupy-smooth mouthfeel. Flavor-saturated finish consolidates to notes of dark chocolate and nutmeg.",Medium-Light,Apr-25
https://www.coffeereview.com/review/colombia-el-vergel-magnum-sidra/,Colombia El Vergel Magnum Sidra,93,"Richly sweet-savory, nuanced and aromatic. Candy apple, almond nougat, hop flowers, frankincense, baking chocolate in aroma and cup. Even-keeled acidity; mouth-filling, viscous body. Richly bittersweet finish with notes of candy apple and hops.",Medium-Light,Apr-25
https://www.coffeereview.com/review/better-day-espresso-blend/,Better Day Espresso Blend,92,"Reviewed for brewed applications. Chocolaty, gently bright. Date, milk chocolate, crisp pear, sassafras, hint of gardenia. Round, gentle acidity; creamy-smooth mouthfeel. Chocolaty, sweetly herbaceous finish.",Medium-Light,Apr-25
https://www.coffeereview.com/review/panama-altieri-luci-geisha-natural-cold-dry-ferment/,Panama Altieri Luci Geisha Natural Cold Dry Ferment,94,"Complex, deep-toned, richly sweet. Juicy Fruit gum, tangerine, chocolate fudge, narcissus, agave syrup in aroma and cup. Briskly sweet acidity, plush syrupy mouthfeel. Multilayered finish goes on and on.",Medium-Light,Apr-25
https://www.coffeereview.com/review/colombia-las-perlitas-anaerobic-honey/,Colombia Las Perlitas Anaerobic Honey,94,"Bright, balanced, juicy-sweet. Cocoa nib, strawberry guava, cashew butter, pink peppercorn, lemongrass in aroma and cup. High-toned, malic acidity; very smooth, satiny mouthfeel. Cocoa-toned finish with notes of lemongrass and pink peppercorn.",Medium-Light,Apr-25
https://www.coffeereview.com/review/danger-monkey-blend/,Danger Monkey Blend,91,"Deep-toned, richly sweet. Baking chocolate, date, cashew, fresh-cut fir, orange zest in aroma and cup. Gentle, round acidity; plush, creamy mouthfeel. Crisp finish consolidates to notes of baking chocolate and fir.",Medium-Light,Apr-25
https://www.coffeereview.com/review/costa-rica-la-minita-2/,Costa Rica La Minita,94,"Richly aromatic, deeply sweet. Wisteria, hazelnut, dark chocolate, date bar, Meyer lemon zest in aroma and cup. Sparkling (phosphoric) acidity; viscous, satiny mouthfeel. Crisp chocolate and sweet florals carry the pleasing finish.",Medium-Light,Apr-25
https://www.coffeereview.com/review/kenya-nyeri-aa-2/,Kenya Nyeri AA,93,"Richly sweet-savory, classic Kenya profile. Cocoa nib, pink grapefruit zest, tomato vine, blackcurrant, redwood in aroma and cup.Sparkling acidity; crisp, lightly satiny mouthfeel. Finish centers around notes of Cocoa nib and tomato vine.",Medium-Light,Apr-25
https://www.coffeereview.com/review/honduras-marcala-4/,Honduras Marcala,93,"Richly sweet, deep-toned. Nutella, mandarin, red plum, marjoram, cedar in aroma and cup. Gentle, balanced acidity; syrupy-smooth mouthfeel. Aftertaste is quite aromatic, leads with notes of cedar and Nutella.",Medium-Light,Apr-25
https://www.coffeereview.com/review/roadrunner-blend/,Roadrunner Blend,93,"Very sweet, deep-toned, earthy. Petrichor, molasses, almond butter, candy apple, cedar in aroma and cup. Soft, round acidity; plush, fluffy-satiny mouthfeel. Sweet tobacco finish with cedary undertones lifted by hints of candy apple.",Medium-Light,Apr-25
https://www.coffeereview.com/review/costa-rica-don-claudio/,Costa Rica Don Claudio,93,"Brightly sweet, crisply tart. Pink grapefruit, cocoa nib, yellow plum, honey, oak in aroma and cup. Bright, juicy-sweet acidity; crisp, lightly satiny mouthfeel. Closes with notes of cocoa nib and yellow plum with fresh oak undertones.",Medium-Light,Apr-25
https://www.coffeereview.com/review/ethiopia-yirgacheffe-30/,Ethiopia Yirgacheffe,93,"Sweetly citrusy, cocoa-toned, delicately aromatic. Cocoa nib, Meyer lemon, freesia, almond butter, apricot in aroma and cup. Bright, juicy acidity; crisp, satiny mouthfeel. Citrusy-sweet finish with undertones of cocoa nib.",Light,Mar-25
https://www.coffeereview.com/review/kenya-baragwi-guama-aa-washed/,Kenya Baragwi Guama AA Washed,95,"Deep-toned, richly sweet-savory. Dark chocolate, boysenberry, almond brittle, sorrel, star jasmine in aroma and cup. Juicy-bright acidity; vibrant, syrupy mouthfeel. Harmonious, integrated, long-lasting finish.",Light,Mar-25
https://www.coffeereview.com/review/potosi-pink-bourbon-natural-colombia/,Potosi Pink Bourbon Natural Colombia,96,"Complex, juicy, sweetly tart. Guava, lemongrass, salted caramel, myrrh, galangal in aroma and cup. Delicately high-toned, floral acidity; viscous, syrupy mouthfeel. Very long, confident, coherent finish.",Light,Mar-25
https://www.coffeereview.com/review/rwanda-muhororo-ireme-anaerobic-natural/,Rwanda Muhororo Ireme Anaerobic Natural,93,"Richly fruity, crisply chocolaty. Dried blueberry, baking chocolate, salted caramel, fresh-cut oak, thyme in aroma and cup. Crisp, gentle acidity; full, satiny-smooth mouthfeel. Chocolaty finish with undertones of dried blueberry.",Medium-Light,Mar-25
https://www.coffeereview.com/review/ethiopia-guji-grape-gildvine-natural-g1/,Ethiopia Guji Grape GildVine Natural G1,94,"Rich, fruity, deeply chocolaty. Wild blueberry, milk chocolate, gardenia, pink peppercorn, oak in aroma and cup. Briskly sweet acidity; very full, syrupy mouthfeel. Milk chocolate and blueberry commingle in the complex, nuanced finish.",Light,Mar-25
https://www.coffeereview.com/review/mexico-olegario-finca-la-cienaga/,Mexico Olegario Finca La Cienaga,93,"Sweetly tart, juicy-bright. Pomegranate, agave syrup, roasted almond, butter cookie, Meyer lemon zest in aroma and cup. Sweetly-tart acidity; full, syrupy-smooth mouthfeel. Tart-leaning finish supported by notes of agave syrup and butter cookie.",Medium-Light,Mar-25
https://www.coffeereview.com/review/mexico-alva-flores/,Mexico Alva Flores,94,"Rich-toned, sweetly fruity. Dark chocolate, blackberry, salted caramel, rhododendron, tangerine in aroma and cup. Balanced, mild acidity; plush, satiny mouthfeel. Exceptionally long, chocolaty and fruit-forward finish.",Medium-Light,Mar-25
https://www.coffeereview.com/review/wilton-benitez-sudan-rume-colombia/,Wilton Benitez Sudan Rume Colombia,95,"Richly aromatic, deeply floral. Narcissus, blood orange, clove, Concord grape, makrut lime leaf in aroma and cup.",Light,Mar-25
https://www.coffeereview.com/review/kangocho-kenya-2/,Kangocho Kenya,95,"Deep-toned, vibrantly sweet-savory. Gooseberry, rhododendron, dark chocolate, amber, cedar in aroma and cup. Complex, juicy acidity; plush, satiny mouthfeel. Resonant, flavor-saturated, very long finish.",Medium-Light,Mar-25
https://www.coffeereview.com/review/la-esperanza-mandela/,La Esperanza Mandela,95,"Sangria. Red Grape. Guava. Red Apple. Richly sweet, crisply sweet-tart. Raspberry, cocoa nib, lemon verbena, wisteria, hint of wine barrel in aroma and cup. Balanced, malic acidity; very full, syrupy-smooth mouthfeel. Tart-leaning, cocoa-toned, multilayered finish.",Light,Mar-25
https://www.coffeereview.com/review/mexico-juan-carlos-nuevo-leon/,Mexico Juan Carlos Nuevo Leon,93,"Vibrantly sweet-savory. Lychee, baking chocolate, pink grapefruit, freesia, amber in aroma and cup. Briskly sweet acidity; very full, creamy mouthfeel. Finish consolidates to notes of baking chocolate and freesia.",Medium-Light,Mar-25
https://www.coffeereview.com/review/anniversary-blend-4/,Anniversary Blend,93,"Deeply sweet, rich-toned. Dark chocolate, date, lilac, cedar, pomelo in aroma and cup. Balanced, sweet-toned structure with mild acidity; crisp, syrupy mouthfeel. Chocolaty finish with undertones of date and cedar.",Medium-Light,Mar-25
https://www.coffeereview.com/review/ethiopia-natural-sidama-blue-donkey-lot-2/,Ethiopia Natural Sidama Blue Donkey Lot 2,96,"Gently fruit-forward, complex, high-toned. Passionfruit, amber, wisteria, cocoa nib, tangerine in aroma and cup. Bright, sparkling acidity; silky-smooth, vibrant mouthfeel. Flavor-saturated, harmonious, very long finish.",Light,Mar-25
https://www.coffeereview.com/review/colombia-sebastian-ramirez-washed-pink-bourbon-2/,Colombia Sebastian Ramirez Washed Pink Bourbon,97,"High-toned, lushly floral. Red currant, cocoa nib, wisteria, myrrh, pomelo in aroma and cup. Sparkling, balanced, very juicy acidity; taut, satiny mouthfeel. Long, harmonious, integrated and flavor-saturated finish.",Light,Mar-25
https://www.coffeereview.com/review/guatemala-washed-finca-el-general-gesha/,Guatemala Washed Finca El General Gesha,94,"Crisply chocolaty, deeply floral. Dark chocolate, narcissus, apricot, almond butter, cedar in aroma and cup. Balanced, malic acidity; full, satiny mouthfeel. Chocolaty finish with undertones of narcissus and almond.",Medium-Light,Mar-25
https://www.coffeereview.com/review/trust-the-process-costa-rica-finca-carrizal-sl28-black-diamond-natural/,Trust the Process Costa Rica Finca Carrizal SL28 Black Diamond Natural,95,"Richly sweet, elegantly tart, complex. Pink grapefruit, cocoa nib, strawberry guava, lemongrass, palo santo in aroma and cup. Juicy-bright, balanced acidity; plush, satiny-smooth mouthfeel. Long, multilayered, resonant finish that carries all the aroma and flavor notes of the cup into the long.",Light,Mar-25
https://www.coffeereview.com/review/guatemala-honey-finca-el-general-gesha-espresso/,Guatemala Finca El General Bourbon Honey Espresso,94,"Evaluated as espresso. Deep-toned, sweetly tart. Black cherry, dark chocolate, marjoram, pink grapefruit, hazelnut in aroma and small cup. Creamy-smooth mouthfeel; chocolaty, tart-leaning finish. In cappuccino format, richly sweet, brightly tart, deeply chocolaty.",Medium-Light,Mar-25
https://www.coffeereview.com/review/true-love-espresso-blend-2/,True Love Espresso Blend,94,"Evaluated as espresso. Crisply sweet, richly savory. Pomegranate, freesia, cocoa powder, lemongrass, honey in aroma and small cup. Satiny-smooth mouthfeel; cocoa-toned, citrusy finish. In cappuccino format, cocoa-driven with undertones of pomegranate and honey.",Medium-Light,Mar-25
https://www.coffeereview.com/review/jaguar-espresso-blend/,Jaguar Espresso Blend,92,"Evaluated as espresso. Briskly sweet-tart, crisply chocolaty. Date, roasted almond, baking chocolate, pink grapefruit, fresh-cut oak in aroma and small cup. Lightly satiny mouthfeel; tart, wood-framed finish with sweet citrus undertones. In three parts milk, balanced and richly bittersweet, with nice baking chocolate and almond notes in the foreground.",Medium,Mar-25
https://www.coffeereview.com/review/golden-parrot-espresso-blend/,Golden Parrot Espresso Blend,93,"Evaluated as espresso. Richly aromatic, sweetly tart. Lychee, pomelo, dark chocolate, cedar, apple blossom in aroma and small cup. Creamy-smooth mouthfeel; fruit-toned, chocolaty finish. As cappuccino, dark chocolate, apple blossom and lychee play nicely with milk.",Medium-Light,Mar-25
https://www.coffeereview.com/review/colombia-manos-juntas-anaerobic-natural/,Colombia Manos Juntas Anaerobic Natural,94,"Sweetly berry-toned, gently fermenty. Raspberry coulis, wine barrel, dark chocolate, clove, gardenia in aroma and cup. Juicy-bright acidity; full, syrupy-smooth mouthfeel. Finish revolves around notes of raspberry and wine barrel.",Light,Mar-25
https://www.coffeereview.com/review/100-arabica-nespresso-compatible-capsules/,100% Arabica Nespresso-Compatible Capsules,88,"Evaluated as espresso produced as a “ristretto” 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Briskly sweet, gently wood-framed. Baking chocolate, almond, fir, golden raisin, marjoram in aroma and small cup. Light-bodied mouthfeel; sweet-toned, wood-framed finish with undertones of baking chocolate. In cappuccino format, chocolate notes are amplified, and marjoram resurfaces.",NA,Mar-25
https://www.coffeereview.com/review/yemen-al-obrah/,Yemen Al Obrah,95,"Richly sweet, deeply spice-toned. Red currant, sandalwood, star jasmine, dark chocolate, hint of ginger in aroma and cup. Balanced, gently bright acidity; very full, creamy-smooth mouthfeel. Red currant and sandalwood notes harmonize in the finish, with undertones of star jasmine, dark chocolate and ginger.",Light,Mar-25
https://www.coffeereview.com/review/guatemala-acatenango-geisha-3/,Guatemala Acatenango Geisha,94,"Floral-toned, sweetly tart. Magnolia, vanilla bean, pistachio, cocoa nib, agave syrup in aroma and cup. High-toned, balanced acidity; crisp, very satiny mouthfeel. Finish consolidates to notes of cocoa nib and magnolia.",Medium-Light,Mar-25
https://www.coffeereview.com/review/ecuador-la-papaya-geisha-natural/,Ecuador La Papaya Geisha Natural,96,"Richly floral-toned, sweetly citrusy. Wisteria, magrut lime leaf, cocoa butter, pink grapefruit, graphite in aroma and cup. Juicy-bright, balanced acidity; plush, syrupy mouthfeel. Long, harmonious, integrated, satisfying finish.",Medium-Light,Mar-25
https://www.coffeereview.com/review/ethiopia-bench-maji-lucy-geisha-anaerobic-natural/,Ethiopia Bench-Maji Lucy Geisha Anaerobic Natural,94,"Perfumy, sweetly tart, rich-toned. Loquat, cocoa butter, magnolia, neroli, sugarcane in aroma and cup. Crisp, citrusy acidity; very syrupy-smooth mouthfeel. Sweet, long, fruit-forward finish.",Light,Mar-25
https://www.coffeereview.com/review/guatemala-whiskey-barrel-aged/,Guatemala Whiskey Barrel-Aged,87,"Sweet, ketoney. Tequila barrel, vanilla, fir pulp, simple syrup, green peppercorn in aroma and cup. Brash acidity; chalky mouthfeel. Wood-framed finish with distinct ketone notes.",Medium-Light,Mar-25
https://www.coffeereview.com/review/yemen-ismaili/,Yemen Ismaili,94,"Delicately fruity, deeply sweet. Dried mulberry, almond nougat, freesia, amber, pink grapefruit in aroma and cup. Brisk, winy acidity; full, creamy-smooth mouthfeel. Exceptionally long, fruit-forward, richly floral finish.",Medium-Light,Mar-25
https://www.coffeereview.com/review/kona-tropical-punch-washed-2/,Kona Tropical Punch Washed,95,"Tropical, richly aromatic, sweetly tart. Guava, pineapple, passionfruit, cocoa nib, Thai basil in aroma and cup. Balanced, juicy-bright acidity; very viscous, silky mouthfeel. Resonant, satisfying, especially long finish.",Light,Feb-25
https://www.coffeereview.com/review/wilton-benitez-colombia-yellow-bourbon/,Wilton Benitez Colombia Yellow Bourbon,96,"Floral, citrusy, sweetly herbaceous. Ginger blossom, tangerine, lemon verbena, coca nib, amber in aroma and cup. Bright, phosphoric acidity; vibrant, silky mouthfeel. Harmonious, integrated, flavor-laden, very long finish.",Light,Feb-25
https://www.coffeereview.com/review/kenya-embu/,Kenya Embu,95,"Very sweet, deeply savory. Ripe tomato, narcissus, cedar, red currant, almond butter in aroma and cup. Bright, juicy acidity; plush, syrupy-smooth mouthfeel. Resonant, flavor-saturated finish.",Light,Mar-25
https://www.coffeereview.com/review/colombia-chachagui-mild-roast-2/,Colombia Chachagüí Mild Roast,93,"Chocolaty-sweet, fruit-forward. Baking chocolate, red grape, pink peppercorn, freesia, oak in aroma and cup. Gentle, round acidity; plush, creamy mouthfeel. Chocolaty finish with undertones of pink peppercorn.",Medium-Light,Feb-25
https://www.coffeereview.com/review/murundo-peoples-farm-rwanda-2/,Murundo People’s Farm Rwanda,93,"Deeply sweet, richly savory. Salted caramel, pomegranate, myrrh, hazelnut, cedar in aroma and cup. Balanced, briskly sweet acidity; very ful, satiny mouthfeel. Finish consolidates to notes of salted caramel and pomegranate with cedar undertones.",Medium-Light,Feb-25
https://www.coffeereview.com/review/costa-rica-la-candelilla-geisha/,Costa Rica La Candelilla Geisha,94,"Gently fruit-toned, sweetly herbaceous. Pineapple, cocoa nib, lemon verbena, narcissus, honey in aroma and cup. Bright, balanced acidity; crisp, satiny mouthfeel. Finish leads with notes of lemon verbena and narcissus.",Light,Feb-25
https://www.coffeereview.com/review/kenya-kirinyaga-4/,Kenya Kirinyaga,95,"Rich-toned, deeply sweet-savory. Red currant, ripe tomato, dark chocolate, magnolia, tangerine in aroma and cup. Juicy, high-toned acidity; plush, syrupy-smooth mouthfeel. Resonant, harmonious, long, flavor-saturated finish.",Light,Feb-25
https://www.coffeereview.com/review/ethiopia-agaro-duromina-2/,Ethiopia Agaro Duromina,94,"Floral-toned, brightly sweet. Jasmine, apricot, cocoa nib, almond butter lemongrass in aroma and cup. Juicy-bright acidity; syrupy-smooth mouthfeel. Finish consolidates to notes of apricot and almond.",Medium-Light,Feb-25
https://www.coffeereview.com/review/costa-rica-san-diego/,Costa Rica San Diego,94,"Sweet, complex, deep-toned. Cocoa nib, red apple, walnut butter, candied violet, cedar in aroma and cup. Gently bright acidity; plush, creamy mouthfeel. Very long, lingering, flavor-saturated finish.",Medium-Light,Feb-25
https://www.coffeereview.com/review/colombia-arbey-narvaez/,Colombia Arbey Narvaez,93,"Chocolaty, berry-driven. Dark chocolate, mulberry, agave syrup, tangerine, amber in aroma and cup. Gently brisk acidity; full, syrupy-smooth mouthfeel. Crisply chocolaty finish with undertones of mulberry.",Medium-Light,Feb-25
https://www.coffeereview.com/review/sochiapam-mexico/,Sochiapam Mexico,93,"Floral-toned, crisply chocolaty. Honeysuckle, baking chocolate, sugarcane, apricot, almond butter in aroma and cup. Gently bright acidity; plush, syrupy-smooth mouthfeel. Floral-toned finish supported by notes of almond and baking chocolate.",Medium-Light,Feb-25
https://www.coffeereview.com/review/granate/,Granate,94,"Richly sweet, fruit-forward. Black cherry, chocolate fudge, hazelnut, gardenia, whiskey barrel in aroma and cup. Gently bright, malic acidity; plush, syrupy, vibrant mouthfeel. Chocolaty finish with undertones of hazelnut and whiskey barrel.",Medium-Light,Feb-25
https://www.coffeereview.com/review/guatemala-santa-ana-dilla-alghe-washed/,Guatemala Santa Ana Dilla Alghe Washed,93,"Richly sweet, deep-toned. Caramel apple, baking chocolate, pink grapefruit, almond, cedar in aroma and cup. Briskly sweet acidity; lightly syruoy, vibrant mouthfeel. Finish consolidates to notes of baking chocolate and almond with cedar undertones.",Medium-Light,Feb-25
https://www.coffeereview.com/review/panama-renaissance-series-flora-geisha-washed/,Panama Renaissance Series Flora Geisha Washed,94,"Floral-toned, sweetly herbaceous. Narcissus, rosemary, cocoa nib, amber, honey in aroma and cup. Bright, balanced acidity; Delicate, silky-smooth mouthfeel. Very long, resonant, flavor-laden finish.",Light,Feb-25
https://www.coffeereview.com/review/the-secret-of-colombia/,The Secret of Colombia,92,"Gently tart, chocolaty. Lemon balm, cocoa powder, date, cedar sassafras in aroma and cup. Bright, winy acidity; crisp, lightly satiny mouthfeel. Gently drying finish consolidates to notes of lemon balm, cedar and cocoa powder.",Light,Feb-25
https://www.coffeereview.com/review/kenya-embu-gicherori-pb-washed/,Kenya Embu Gicherori PB Washed,93,"Bright, sweetly tart. Cocoa nib, pie cherry, bay leaf, tangerine, pink peppercorn in aroma and cup. Juicy, sweet-tart acidity; crisp, satiny mouthfeel. Resonant finish centered around cocoa nib and pink peppercorn notes.",Light,Feb-25
https://www.coffeereview.com/review/costa-rica-tarrazu-5/,Costa Rica Tarrazu,93,"Sweet, richly spice-toned. Cinnamon, clove, baking chocolate, fig bar, amber in aroma and cup. Briskly sweet acidity; plush, syrupy mouthfeel. Finish consolidates to notes of baking chocolate and cinnamon.",Medium-Light,Feb-25
https://www.coffeereview.com/review/ethiopia-coffee-lamp-series-worka-natural-g1/,Ethiopia Coffee Lamp Series Worka Natural G1,92,"Crisply sweet, berry-toned. Blueberry, almond, baking chocolate, lime zest, nutmeg in aroma and cup. Sweet-toned structure with delicate acidity; full, satiny-smooth mouthfeel. Almond notes carry the finish, supported by baking chocolate and lime zest.",Light,Feb-25
https://www.coffeereview.com/review/guatemala-la-minita-la-flor-peaberry-washed/,Guatemala La Minita La Flor Peaberry Washed,91,"Sweet-toned, richly nutty. Candied walnut, baking chocolate, orange zest, sugarcane, tea rose in aroma and cup. Gentle, round acidity; lightly satiny mouthfeel. Nut-toned finish with undertones of orange zest and baking chocolate.",Medium-Light,Feb-25
https://www.coffeereview.com/review/rwanda-murundo-peoples-farm/,Rwanda Murundo People’s Farm,92,"Bright, sweet, citrusy. Sweet lime, almond, marjoram, cocoa nib, fresh-cut oak, violet in aroma and cup. Sweet-toned, balanced acidity; crisp, satiny mouthfeel. Citrusy finish with undertones of almond and oak.",Light,Feb-25
https://www.coffeereview.com/review/santafe-colombia/,Santafé Colombia,91,"Bright, sweetly tart. Pomegranate, lemon verbena, cocoa nib, freesia, cedar in aroma and cup. Briskly sweet-tart acidity; plush, creamy mouthfeel. Gently drying cocoa-toned finish supported by notes of lemon verbena and cedar.",Light,Feb-25
https://www.coffeereview.com/review/forty-six/,Forty-Six,93,"Richly chocolaty, floral-toned. Dark chocolate, gardenia, hazelnut, tangerine zest, mesquite in aroma and cup. Sweet, round, gentle acidity; plush, very syrupy mouthfeel. Crisply chocolaty finish with undertones of gardenia and tangerine zest.",Medium,Feb-25
https://www.coffeereview.com/review/kenya-11/,Kenya,92,"Richly sweet-savory. Red currant, baking chocolate, pink grapefruit zest, freesia, hint of amber in aroma and cup. Sweet-toned, malic (apple-like) acidity; silky-smooth mouthfeel. Harmonious, integrated finish.",Medium-Light,Feb-25
https://www.coffeereview.com/review/colombia-san-roque/,Colombia San Roque,89,"Cocoa-toned, sweet-tart. Cocoa powder, Brazil nut, lemon balm, fir, dried fig in aroma and cup. Sweet, slightly astringent acidity; crisp, silky mouthfeel. Harmonious finish consolidates to notes of cocoa powder and lemon balm.",Light,Feb-25
https://www.coffeereview.com/review/ethiopia-kirite/,Ethiopia Kirite,89,"Tart-leaning, citrusy. Meyer lemon, pie cherry, baking chocolate, cashew, sassafras in aroma and cup. Tart, citrusy acidity; crisp, velvety mouthfeel. Gently drying, citrus finish with undertones of sweet pine bark.",NA,Feb-25
https://www.coffeereview.com/review/ethiopia-yirgacheffe-29/,Ethiopia Yirgacheffe,90,"Delicately sweet-tart, gently floral. Lilac, red plum, raw almond, baking chocolate, grapefruit in aroma and cup. Briskly sweet acidity; lightly satiny mouthfeel. Crisply chocolaty, nut-toned finish.",Medium-Light,Feb-25
https://www.coffeereview.com/review/ethiopia-fancy/,Ethiopia Fancy,87,"Sweetly smoky, citrusy. Gently scorched Meyer lemon zest, mesquite, dark chocolate, lily, hazelnut in aroma and cup. Low-toned, jagged acidity; tannic, lightly syrupy mouthfeel. Smoky-citrusy wood-framed finish.",Medium-Dark,Feb-25
